tweet,label,processed
kalau mau beli obat pergi saja ke kimia farma yang berada di ujung jalan itu,neutral,"['beli', 'obat', 'pergi', 'kimia', 'farma', 'ujung', 'jalan']"
"warung masakan sunda favorit saya . banyak variasi lauk pauk dan sayuran nya , rasanya enak banget . menu andalan : 1 . ayam bakar paha 2 . mustofa 3 . lalapan selada tempat ini cocok untuk menikmati makan siang , bisa makan di tempat atau di bawa pulang . harga ekonomis .",positive,"['warung', 'masakan', 'sunda', 'favorit', 'variasi', 'lauk', 'pauk', 'sayuran', 'enak', 'banget', 'menu', 'andalan', 'ayam', 'bakar', 'paha', 'mustofa', 'lalapan', 'selada', 'cocok', 'menikmati', 'makan', 'siang', 'makan', 'bawa-bawa', 'pulang', 'harga', 'ekonomis']"
"wakil gubernur dki jakarta , sandiaga uno meluapkan nya kekecewan nya atas .",neutral,"['wakil', 'gubernur', 'dki', 'jakarta', 'sandiaga', 'uno', 'meluapkan', 'kekecewan']"
"benar-benar kampungan tindakan paspampres yang menghalau gubernur aniesbaswedan di gbk kemarin , entah siapa yang menyuruh tapi tidak layak seorang kepala daerah yang tim nya menang dan lokasi pertandingan juga diwilayah nya diperlakukan begini",negative,"['benarbenar', 'kampungan', 'tindakan', 'paspampres', 'menghalau', 'gubernur', 'aniesbaswedan', 'gbk', 'kemarin', 'menyuruh', 'tidak', 'layak', 'kepala', 'daerah', 'tim', 'menang', 'lokasi', 'pertandingan', 'diwilayah', 'diperlakukan']"
"outlet bakmi yang cukup terkenal ini membuka gerai di cihampelas walk , salah satu mal yang ramai pengunjung di bandung . lokasi nya cukup startegis , tepat berada di atas di lantai 2 pintu masuk mal . untuk rasa , biasa saja sih . nothing spesial , tapi cukuplah buat penggemar mi . terdiri atas 3 bagian , ada kursi dan meja yang berada di dalam lokasi mal , di . lanjutan",positive,"['outlet', 'bakmi', 'terkenal', 'membuka', 'gerai', 'cihampelas', 'walk', 'salah', 'mal', 'ramai', 'pengunjung', 'bandung', 'lokasi', 'startegis', 'lantai', 'pintu', 'masuk', 'mal', 'nothing', 'spesial', 'penggemar', 'mi', 'kursi', 'meja', 'lokasi', 'mal', 'lanjutan']"
"kuah kacang yang tidak eneg . datanglah sepagi mungkin , bila bisa . agak siang akan kehabisan tauge . kerupuk merah wajib dicoba",positive,"['kuah', 'kacang', 'tidak', 'eneg', 'datanglah', 'sepagi', 'siang', 'kehabisan', 'tauge', 'kerupuk', 'merah', 'wajib', 'dicoba']"
pelayanan sangat lambat ! semua pelayan di panggil-panggil tapi pura pura tidak lihat dan tidak dengar ! seolah masa bodoh . makan dan minum datang setelah berjam jam . mahal yang tidak masuk akal . menjengkelkan . pengalaman terburuk . niat ke sana mau menyegarkan malah kesal sama pelayan2 nya . pertama dan terakhir deh . not rekomendasi tempat,negative,"['pelayanan', 'lambat', 'pelayan', 'panggilpanggil', 'pura', 'pura', 'tidak', 'lihat', 'tidak', 'dengar', 'bodoh', 'makan', 'minum', 'berjam', 'jam', 'mahal', 'tidak', 'masuk', 'akal', 'menjengkelkan', 'pengalaman', 'terburuk', 'niat', 'menyegarkan', 'kesal', 'pelayan', 'deh', 'not', 'rekomendasi']"
"makanan di sini enak semua . buat saya , sate padang nya enak . ayam bakar nya juara . kalio nya enak . renang nya juga enak . pedas . gulai kepala kakap nya enak . saya dengar teri jengkol nya juara , tapi berhubung tidak suka jengkol ya tidak pernah coba :",positive,"['makanan', 'enak', 'sate', 'padang', 'enak', 'ayam', 'bakar', 'juara', 'kalio', 'enak', 'renang', 'enak', 'pedas', 'gulai', 'kepala', 'kakap', 'enak', 'dengar', 'teri', 'jengkol', 'juara', 'berhubung', 'tidak', 'suka', 'jengkol', 'tidak', 'coba']"
"kafe yang nyaman , enak dan murah dengan desain kafe yang unik dan bikin betah . makanan enak dan kopi enak serta fasilitas wifi yang cepat dan tv kabel",positive,"['kafe', 'nyaman', 'enak', 'murah', 'desain', 'kafe', 'unik', 'betah', 'makanan', 'enak', 'kopi', 'enak', 'fasilitas', 'wifi', 'cepat', 'tv', 'kabel']"
"karena kartu okotrip saat ini adalah dari bni , maka tapup bisa dilakukan di merchant-merchant yang bekerjasama dengan bni .",neutral,"['kartu', 'okotrip', 'bni', 'tapup', 'merchantmerchant', 'bekerjasama', 'bni']"
"dengan tempat yang lebih luas dan telah dipermodern rasa dan qualitas batagor masih tetap seenak dahulu , meski ambiance otentik nya hilang . ada beberapa makanan soal yang menawarkan masakan lainnya seperti mi ayam , tahu pletok layak dicoba dan lain-lain",positive,"['luas', 'dipermodern', 'qualitas', 'batagor', 'seenak', 'ambiance', 'otentik', 'hilang', 'makanan', 'menawarkan', 'masakan', 'mi', 'ayam', 'pletok', 'layak', 'dicoba', 'lainlain']"
"kampung daun , lokasi nya tidak berjauhan dengan the peak , hanya konsep nya sangat berbeda , kampung daun menyediakan pondok-pondok bagi tamu / pengunjung yang akan menikmati sajian di lingkungan yang sangat asri di sepanjang area kepemilikan resto kampung daun , di sini menyediakan makanan / masakan jenis sundanis !",negative,"['kampung', 'daun', 'lokasi', 'tidak', 'berjauhan', 'the', 'peak', 'konsep', 'berbeda', 'kampung', 'daun', 'menyediakan', 'pondokpondok', 'tamu', 'pengunjung', 'menikmati', 'sajian', 'lingkungan', 'asri', 'area', 'kepemilikan', 'resto', 'kampung', 'daun', 'menyediakan', 'makanan', 'masakan', 'jenis', 'sundanis']"
pelayan nya tidak sopan . mata nya jelalatan nantangin ! sekali saja cukup dan terakhir ke sini . tahun 2011 . sampai jantung saya kambuh . enggak-enggak lagi ke sini . jijik ! saya kasih rute nya 1 juga terpaksa . zero rute !,negative,"['pelayan', 'tidak', 'sopan', 'mata', 'jelalatan', 'menantang', 'tahun-tahun', 'jantung', 'kambuh', 'enggakenggak', 'jijik', 'kasih', 'rute', 'terpaksa', 'zero', 'rute']"
"galau biar dikata apa ? biar dikira apa ? biar dia kasihan ? biar dia iba , __laugh__ buat mikirin lo saja dia tidak ada waktu",negative,"['galau', 'dikata', 'apa-apa', 'apa-apa', 'kasihan', 'iba', 'laugh', 'memikirkan', 'lo', 'tidak']"
pelayanan pt kami sangat memuaskan,positive,"['pelayanan', 'pt', 'memuaskan']"
tidak pantas,negative,['tidak']
"cuma orang goblok dan sok gaul , yang beranggapan kalau orang bicara pakai bahasa sunda itu kampungan .",negative,"['orang-orang', 'goblok', 'sok', 'gaul', 'beranggapan', 'orang-orang', 'bicara', 'pakai', 'bahasa', 'sunda', 'kampungan']"
kamera nya jadi jelek dah pas update ke android oreo,negative,"['kamera', 'jelek', 'deh', 'pas', 'update', 'android', 'oreo']"
"bravo ! mantap keren banget myanmar u19 : anda sangat layak menang , terima kasih sudah main di gbk : d",positive,"['bravo', 'mantap', 'keren-keren', 'banget', 'myanmar', 'layak', 'menang', 'terima', 'kasih', 'main', 'gbk']"
"sekarang , islam masih dipolitisir , memakai peci dan jilbab untuk mengambil hati , beda iman namun meramaikan dzikir akbar untuk naik pamor , dan ragam aneh lainnya",negative,"['islam', 'dipolitisir', 'memakai', 'peci', 'jilbab', 'mengambil', 'hati-hati', 'beda', 'iman', 'meramaikan', 'dzikir', 'akbar', 'pamor', 'ragam', 'aneh']"
restoran dengan pemandangan yang menawan meskipun harus ditempuh dengan kondisi yang cukup curam . namun terbayar dengan tempat dan rasa yang oke,positive,"['restoran', 'pemandangan', 'menawan', 'ditempuh', 'kondisi', 'curam', 'terbayar', 'oke']"
usaha nya tidak penah gagal itulah pak jokowi,positive,"['usaha', 'tidak', 'penah', 'gagal', 'jokowi']"
"pelayanan baik , tempat parkir cukup luas , kebun stroberi luas dan banyak stroberi yang sudah cukup merah untuk dipetik . makanan direstoran sangat beragam , rasanya enak , sambal stroberi nya unik dan enak . nasi liwet stroberi harus dicoba . sejauh ini semua menu yang saya makan tidak ada yang mengecewakan sangat rekomendasi untuk wisata keluarga",positive,"['pelayanan', 'parkir', 'luas', 'kebun', 'stroberi', 'luas', 'stroberi', 'merah', 'dipetik', 'makanan', 'direstoran', 'beragam', 'enak', 'sambal', 'stroberi', 'unik', 'enak', 'nasi', 'liwet', 'stroberi', 'dicoba', 'menu', 'makan', 'tidak', 'mengecewakan', 'rekomendasi', 'wisata', 'keluarga']"
"tempat nya cukup unik , berbentuk pondok-pondok jerami bambu begitu . keren sih . makana nya yang dipikir bakal isi nya rumah makan sunda begitu . ternyata juga menyediakan kuliner makanan barat . rasanya sih biasa saja . suasana nya yang enak .",positive,"['unik', 'berbentuk', 'pondokpondok', 'jerami', 'bambu', 'keren-keren', 'makana', 'dipikir', 'isi', 'rumah', 'makan', 'sunda', 'menyediakan', 'kuliner', 'makanan', 'barat', 'suasana', 'enak']"
"cinta pada pandangan pertama . perasaan itu langsung melanda saat memasuki area restoran , pemandangan hijau dari ketinggian langsung tersaji , hawa segar dan sejuk bandung yang mulai susah didapatkan di pusat kota langsung tersedia dengan berlimpah . pelayanan ramah dan jelas berkelas kita dapatkan di sini . menu yang tersedia cukup bervariasi , dan tarif nya pun sepadan dengan rasa dan suasana .",positive,"['cinta', 'pandangan', 'perasaan', 'langsung', 'melanda', 'memasuki', 'area', 'restoran', 'pemandangan', 'hijau', 'ketinggian', 'langsung', 'tersaji', 'hawa', 'segar', 'sejuk', 'bandung', 'susah', 'didapatkan', 'pusat', 'kota', 'langsung', 'tersedia', 'berlimpah', 'pelayanan', 'ramah', 'jelas-jelas', 'berkelas', 'dapatkan', 'menu', 'tersedia', 'bervariasi', 'tarif', 'sepadan', 'suasana']"
tersedia anting korea xuping love permata zircon satu mata safir a 1368 - bellva id,neutral,"['tersedia', 'anting', 'korea', 'xuping', 'love', 'permata', 'zircon', 'mata', 'safir', 'bellva', 'id']"
suasana makan di dekat sawah dengan pilihan tempat makan lesehan maupun dengan dinning meja . makanan cenderung terlalu manis atau terlalu asin .,positive,"['suasana', 'makan', 'sawah', 'pilihan', 'makan', 'lesehan', 'dinning', 'meja', 'makanan', 'cenderung', 'manis', 'asin']"
"rekomendasi buat kongkow bersama teman-teman , mau makan , mau minum-minum cantik . tempat nya enak dengan live musik yang suara penyanyi nya dan playlist lagu yang bikin pengen ikutan nyanyi . untuk harga juga standar harga kafe . dan satu lagi yang menambah poin plus , kalau malam pemandangan cahaya lampu mempercantik suasana .",positive,"['rekomendasi', 'kongkow', 'temanteman', 'makan', 'minumminum', 'cantik', 'enak', 'live', 'musik', 'suara', 'penyanyi', 'playlist', 'lagu', 'pengin', 'ikutan', 'nyanyi', 'harga', 'standar', 'harga', 'kafe', 'menambah', 'poin', 'plus', 'malam', 'pemandangan', 'cahaya', 'lampu', 'mempercantik', 'suasana']"
"pemandangan nya bagus untuk foto-foto , udara nya sejuk , makanan nya rasanya enak . harga juga terjangkau . mantap .",positive,"['pemandangan', 'bagus', 'fotofoto', 'udara', 'sejuk', 'makanan', 'enak', 'harga', 'terjangkau', 'mantap']"
"unggul hitung cepat di sumsel , herman deru minta dikawal rakyat",neutral,"['unggul', 'hitung', 'cepat', 'sumsel', 'herman', 'deru', 'dikawal', 'rakyat']"
"berbagai macam menu makanan ringan ditawarkan dengan harga yang bersahabat . kami akhirnya memesan banyak macam , dari mi rebus , roti bakar , pisang bakar , goreng2an dan kopi-kopian . berdua dengan bgtu banyak yang kami pesan hanya habis 75 ribu . puasa",positive,"['menu', 'makanan', 'ringan', 'ditawarkan', 'harga', 'bersahabat', 'memesan', 'mi', 'rebus', 'roti', 'bakar', 'pisang', 'bakar', 'gorengan', 'kopikopian', 'berdua', 'pesan', 'habis', 'ribu', 'puasa']"
"ketika anda memutuskan ingin mencari suasana yang berbeda untuk menikmati santap makan siang bersama keluarga , sahabat ataupun rekan kerja , maka tidak ada salah nya mencoba berkunjung ke lokasi sapu lidi , di mana resto ini mempunyai konsep menyatu dengan alam . suasana berbeda pun langsung dapat dirasakan dengan pilihan tempat duduk yang bisa anda pilih sendiri .",positive,"['memutuskan', 'mencari', 'suasana', 'berbeda', 'menikmati', 'santap', 'makan', 'siang', 'keluarga', 'sahabat', 'rekan', 'kerja', 'tidak', 'salah', 'mencoba', 'berkunjung', 'lokasi', 'sapu', 'lidi', 'resto', 'konsep', 'menyatu', 'alam', 'suasana', 'berbeda', 'langsung', 'dirasakan', 'pilihan', 'duduk', 'pilih']"
"kami makan sate ini di food court riau junction , rasa sate dan bumbu nya enak , terasa sekali kacang dan bawang nya .",positive,"['makan', 'sate', 'food', 'court', 'riau', 'junction', 'sate', 'bumbu', 'enak', 'kacang', 'bawang']"
"dengan konsep restoran dengan pemancingan , bale kambang sangat cocok untuk tempat makan yang segar . menu makanan yang disajikan cukup menarik dan enak .",positive,"['konsep', 'restoran', 'pemancingan', 'bale', 'kambang', 'cocok', 'makan', 'segar', 'menu', 'makanan', 'disajikan', 'menarik', 'enak']"
"saya sudah makan beberapa kali di mi naripan ini . saya paling suka makan yamien manis pedas campur keju . racikan nya terasa pas untuk lidah saya . sampai sekarang saya belum menemukan tempat makan bakmi yang dapat menyajikan menu ini . ada pula pangsit dan bakso goreng . mungkin perlu ditambah siomay kali ya , hahaha .",positive,"['makan', 'kali', 'mi', 'naripan', 'suka', 'makan', 'yamien', 'manis', 'pedas', 'campur', 'keju', 'racikan', 'pas', 'lidah', 'belum', 'menemukan', 'makan', 'bakmi', 'menyajikan', 'menu', 'pangsit', 'bakso', 'goreng', 'ditambah', 'siomay', 'kali', 'hahaha']"
tidak berkualitas,negative,"['tidak', 'berkualitas']"
"ingin makan sembari menikmati suasana paris ? enggak usah jauh-jauh ke prancis , cukup ke paris van java alias bandung . braga permai ini rekomendasi banget buat makan sambil santai-santai dan bengong juga . makanan nya enak , harga nya masuk akal dan suasana nya nyaman banget apalagi meja yang di luar . makan sambil menikmati suasana bandung tempo dulu . c es genial",positive,"['makan', 'sembari', 'menikmati', 'suasana', 'paris', 'enggak', 'jauhjauh', 'prancis', 'paris', 'van', 'java', 'alias', 'bandung', 'braga', 'permai', 'rekomendasi', 'banget', 'makan', 'santaisantai', 'bengong', 'makanan', 'enak', 'harga', 'masuk', 'akal', 'suasana', 'nyaman', 'banget', 'meja', 'makan', 'menikmati', 'suasana', 'bandung', 'tempo', 'es', 'genial']"
untuk warga jawa tengah muslim mari kita rapatkan barisan dan jangan terpancing suara kita terpecah . ingat partai ini . partai ini pernah mengatakan mereka tidak takut kalau mereka kehilangan pemilih muslim .,negative,"['warga', 'jawa', 'muslim', 'mari', 'rapatkan', 'barisan', 'jangan-jangan', 'terpancing', 'suara', 'terpecah', 'partai', 'partai', 'tidak', 'takut', 'kehilangan', 'pemilih', 'muslim']"
"saya sering makan di sini bersama pasangan saya . sudah berkali-kali saya kecewa karena pelayanan dari pelayan / pelayan yang sangat buruk . butuh waktu yang sangat lama untuk memesan makanan saya . parah nya lagi , saya yang harus berdiri dan mencari pelayan / waitress nya , sama sekali tidak ada kesigapan dari pihak kafe ini dalam melayani pelanggan . dan untuk menikmati pesanan yang saya pesan , membutuhkan waktu lebih dari 20 .",negative,"['makan', 'pasangan', 'berkalikali', 'kecewa', 'pelayanan', 'pelayan', 'pelayan', 'buruk', 'butuh', 'memesan', 'makanan', 'parah', 'berdiri', 'mencari', 'pelayan', 'waitress', 'tidak', 'kesigapan', 'kafe', 'melayani', 'pelanggan', 'menikmati', 'pesanan', 'pesan', 'membutuhkan']"
yeaay terima kasih ya giant sudah kasih banyak diskon buat aku,positive,"['yeaay', 'terima', 'kasih', 'giant', 'kasih', 'diskon']"
"lemah otak indosat , sudah pesan langsung indosatcare berkali kali masih saja tidak ada respon payah bikin saya tidak senang",negative,"['lemah', 'otak', 'indosat', 'pesan', 'langsung', 'indosatcare', 'berkali', 'kali', 'tidak', 'respon', 'payah', 'tidak', 'senang']"
bagaimana kalau netizen pada patungan menyewa sniper buat lubangkan jidat nya si rizik pekok ini ? yang setuju angkat tangan,negative,"['netizen', 'patungan', 'menyewa', 'sniper', 'lubangkan', 'jidat', 'rizik', 'pekok', 'setuju', 'angkat', 'tangan']"
"bila ingin menang , pdip harus dukung ridwan kamil",neutral,"['menang', 'pdip', 'dukung', 'ridwan', 'kamil']"
"interior tempat ini lucu . saya suka di dekat taman . lebih sejuk . tapi kemarin membeli pie apel nya , terlalu manis dan sedikit keras . mungkin terlalu lama dipanaskan . tapi secara keseluruhan tempat ini cocok untuk berkumpul dan berkumpul bersama teman .",positive,"['interior', 'lucu', 'suka', 'taman', 'sejuk', 'kemarin', 'membeli', 'pie', 'apel', 'manis', 'keras', 'dipanaskan', 'cocok', 'berkumpul', 'berkumpul', 'teman']"
dialog : taktik koalisi pilkada jawa barat,neutral,"['dialog', 'taktik', 'koalisi', 'pilkada', 'jawa', 'barat']"
berita terbaru partai demokrat siapkan 30 ribu ktp dukungan untuk ily - cakra,neutral,"['berita', 'terbaru', 'partai', 'demokrat', 'siapkan', 'ribu', 'ktp', 'dukungan', 'ily', 'cakra']"
"orang jogja bangsat . kakak mau beli pertamax 95 , mentang-mentang pakai motor harus antre dijalur mobil lalu tidak dilayani . malah disuruh antre di jalur motor yang stuck panjang nya enggak ketulungan . diskriminasi . emang nya aku tidak bisa bayar apa . huh . kesal",negative,"['orang-orang', 'jogja', 'bangsat', 'kakak', 'beli', 'pertamax', 'mentangmentang', 'pakai', 'motor', 'antre', 'dijalur', 'mobil', 'tidak', 'dilayani', 'disuruh', 'antre', 'jalur', 'motor', 'stuck', 'enggak', 'ketulungan', 'diskriminasi', 'tidak', 'bayar', 'apa-apa', 'huh', 'kesal']"
"tempat cocok untuk bersantai , sayang nya pada saat liburan pengunjung sangat padat . tempat parkir selalu penuh dan sangat berdebu pada saat kemarau . makanan yang dijual kurang enak dan mahal",negative,"['cocok', 'bersantai', 'sayang', 'liburan', 'pengunjung', 'padat', 'parkir', 'penuh', 'berdebu', 'kemarau', 'makanan', 'dijual', 'enak', 'mahal']"
tidak rapi,negative,"['tidak', 'rapi']"
"saya order di bukalapak siang tadi dengan nomer transaksi 180610914449 dengan tagihan rp . 534.665 , tetapi saya transfer rp . 535.000 , uang lebih nya diambil saja",neutral,"['order', 'bukalapak', 'siang', 'nomer', 'transaksi', 'tagihan', 'rp', 'transfer', 'rp', 'uang', 'diambil']"
"santap hidangan syukuran haji , puluhan warga cugenang keracunan",neutral,"['santap', 'hidangan', 'syukuran', 'haji', 'puluhan', 'warga', 'cugenang', 'keracunan']"
"lotek kalipah apo 42 merupakan salah satu penjual lotek yang paling nikmat dan legendaris di kota bandung . lotek adalah makanan khas indonesia yang terdiri dari berbagai macam sayuran , diantara nya bayam , kangkung , tauge , nangka muda dan sayuran lainnya yang diaduk dengan saus kacang kental . saus kacang kental biasanya diracik langsung dengan cara diulek dengan bahan lainnya yaitu garam , gula merah , air , cabai rawit dan kencur .",positive,"['lotek', 'kalipah', 'salah', 'penjual', 'lotek', 'nikmat', 'legendaris', 'kota', 'bandung', 'lotek', 'makanan', 'khas', 'indonesia', 'sayuran', 'bayam', 'kangkung', 'tauge', 'nangka', 'muda', 'sayuran', 'diaduk', 'saus', 'kacang', 'kental', 'saus', 'kacang', 'kental', 'diracik', 'langsung', 'diulek', 'bahan', 'garam', 'gula', 'merah', 'air', 'cabai', 'rawit', 'kencur']"
wah orang goblok ngomong nya asal-asalan ya .,negative,"['orang-orang', 'goblok', 'mengomong', 'asalasalan']"
seorang warga warakas mengaku menyesal pilih jokowi,negative,"['warga', 'warakas', 'mengaku', 'menyesal', 'pilih', 'jokowi']"
"restoran ini terletak di gedung kartika sari , sehingga kita bisa sekalian makan ketika selesai berbelanja . interior nya lumayan bagus , namun untuk makanan sih saya rasa biasa saja . tidak spesial atau istimewa .",negative,"['restoran', 'terletak', 'gedung', 'kartika', 'sari', 'makan', 'selesai', 'berbelanja', 'interior', 'lumayan', 'bagus', 'makanan', 'tidak', 'spesial', 'istimewa']"
"waktu itu saya coba steak nya saya tidak menyangka bakal seperti begini rasanya , benar-benar tidak sesuai sama pemandangan dan resto nya , jauh banget , jujur saja menurut saya steak nya tidak enak .",negative,"['coba', 'steak', 'tidak', 'menyangka', 'benarbenar', 'tidak', 'sesuai', 'pemandangan', 'resto', 'banget', 'jujur', 'steak', 'tidak', 'enak']"
ini adalah teguran dari allah . sudah saat nya kalian sadar bahwa gubernur kalian jangan dipilih lagi . dia tidak bisa mengurus masalah banjir .,negative,"['teguran', 'allah', 'sadar', 'gubernur', 'jangan-jangan', 'dipilih', 'tidak', 'mengurus', 'banjir']"
ketika sedang memesan saya menumpang ke kamar mandi dan melihat ada saringan teh yang terletak di lantai wc . sangat shock melihat nya . pelayanan juga sangat sangat standar . tidak ada yang spesial di sini . mohon maaf saya berkata yang sejujur nya .,negative,"['memesan', 'menumpang', 'kamar', 'mandi', 'saringan', 'teh', 'terletak', 'lantai', 'wc', 'shock', 'pelayanan', 'standar', 'tidak', 'spesial', 'mohon', 'maaf', 'sejujur']"
kondisi kelam indonesia menuju pilpres 2019,neutral,"['kondisi', 'kelam', 'indonesia', 'pilpres']"
"racikan mi nya variatif , harga nya ramah dompet , tempat nya selalu penuh .",positive,"['racikan', 'mi', 'variatif', 'harga', 'ramah', 'dompet', 'penuh']"
boros,negative,['boros']
"warung steak atau lebih dikenal ws , memang menyajikan hidangan berbagai macam steak yang murah dan lezat , tanpa sengaja mengunjungi warung steak ini karena diajak oleh pasangan , dan setelah mencicipi ternyata rasa dan harga sangat berbanding terbalik , steak yang sangat lezat dengan harga yang sangat murah sehingga sering saya mengunjungi warung steak ini , untuk makanan yang sering saya pesan adalah steak .",positive,"['warung', 'steak', 'dikenal', 'ws', 'menyajikan', 'hidangan', 'steak', 'murah', 'lezat', 'sengaja', 'mengunjungi', 'warung', 'steak', 'diajak', 'pasangan', 'mencicipi', 'harga', 'berbanding', 'terbalik', 'steak', 'lezat', 'harga', 'murah', 'mengunjungi', 'warung', 'steak', 'makanan', 'pesan', 'steak']"
untung masih ada ucl yang bikin masih seru,positive,"['untung', 'ucl', 'seru']"
bagus,positive,['bagus']
"pasar tong tong atau dikenal juga dengan kantin tong tong terletak di selasar sebelah kanan dari gedung utama mall ciwalk . berjajar dengan gerai makanan dan minuman lainnya . terletak agak ujung , cukup mudah untuk menemukan nya . terdiri atas dua lantai . lantai 1 yang agak sempit dan lantai 2 yang lebih luas . pilihan hidangan untuk makan dan minum tersedia sangat beragam di sini .",positive,"['pasar', 'tong', 'tong', 'dikenal', 'kantin', 'tong', 'tong', 'terletak', 'selasar', 'sebelah', 'kanan', 'gedung', 'utama', 'mall', 'ciwalk', 'berjajar', 'gerai', 'makanan', 'minuman', 'terletak', 'ujung', 'mudah', 'menemukan', 'lantai', 'lantai', 'sempit', 'lantai', 'luas', 'pilihan', 'hidangan', 'makan', 'minum', 'tersedia', 'beragam']"
jika mau suki ke sini saja ! di sini sayuran nya segar dan varian nya banyak . enak dan sehat . kuah nya juga ketagihan ! pelayanan nya baik . poko nya rekomendasi !,positive,"['suki', 'sayuran', 'segar', 'varian', 'enak', 'sehat', 'kuah', 'ketagihan', 'pelayanan', 'pokok', 'rekomendasi']"
"biasanya mulai macet itu di kami 9,8,7 eh ini masih kami 16 sudah macet , sampai jam berapa nih",negative,"['macet', 'eh', 'macet', 'jam']"
"dari mulai persiapan awal sampai hari h , sangat dibantu , para karyawan yang hadir sangat ramah dan informatif , suasana nya hangat , dekorasi nya memuaskan , makanan nya lezat sekali , benar-benar malam yang memorable sekali , 18th restoran layak mendapatkan bintang 5",positive,"['persiapan', 'dibantu', 'karyawan', 'hadir', 'ramah', 'informatif', 'suasana', 'hangat', 'dekorasi', 'memuaskan', 'makanan', 'lezat', 'benarbenar', 'malam', 'memorable', 'restoran', 'layak', 'bintang']"
nelayan lamongan demo besar besaran aksi 818 menentang kebijakan menteri susi,neutral,"['nelayan', 'lamongan', 'demo', 'besar-besar', 'besaran', 'aksi', 'menentang', 'kebijakan', 'menteri', 'susi']"
"macet sana sini , oh surabaya ku",negative,"['macet', 'oh', 'surabaya', 'ku']"
"berlokasi di jalan ir h djuanda yang lebih terkenal dengan jalan dago atau depan plaza dago dulu , menempati lantai 1 gedung 2 lantai sangat mudah dijumpai . ketika saya datang pas hari jumat , lumayan mengantre , ada 2 keluarga yang datang duluan sebelum saya . japanese restoran yang kamu bebas makan apa saja dengan cukup membayar sekali saja , dekorasi ruangan restoran .",positive,"['berlokasi', 'jalan', 'ir', 'djuanda', 'terkenal', 'jalan', 'dago', 'plaza', 'dago', 'menempati', 'lantai', 'gedung', 'lantai', 'mudah', 'dijumpai', 'pas', 'jumat', 'lumayan', 'mengantre', 'keluarga', 'duluan', 'japanese', 'restoran', 'bebas', 'makan', 'apa-apa', 'membayar', 'dekorasi', 'ruangan', 'restoran']"
senyum saja . tidak perlu banyak marah-marah,positive,"['senyum', 'tidak', 'marahmarah']"
kesal banget kalau dikasih ulangan mendadak bikin galau,negative,"['kesal', 'banget', 'dikasih', 'ulangan', 'mendadak', 'galau']"
macet begini malah hampir nabrak .,negative,"['macet', 'nabrak']"
"saran saya buat urusin saja proyek tinja mu , jangan sok tahu .",negative,"['saran', 'mengurusi', 'proyek', 'tinja', 'mu', 'jangan-jangan', 'sok']"
"pendaftaran mulai esok , kementerian kominfo buka beasiswa pelatihan digital untuk 1.000 orang",neutral,"['pendaftaran', 'esok', 'kementerian', 'kominfo', 'buka', 'beasiswa', 'pelatihan', 'digital', 'orang-orang']"
orang papua goblok itu berani datang ke jakarta bilang dukung ahok cina anjing bajingan itu biar kita injak injak kamu . di jakarta orang papua kristen itu kebanyakan orang tolol . goblok . bodo . semua pantas orang papua hidup nya miskin dan melarat .,negative,"['orang-orang', 'papua', 'goblok', 'berani', 'jakarta', 'bilang-bilang', 'dukung', 'ahok', 'cina', 'anjing', 'bajingan', 'injak', 'injak', 'jakarta', 'orang-orang', 'papua', 'kristen', 'kebanyakan', 'orang-orang', 'tolol', 'goblok', 'bodo', 'orang-orang', 'papua', 'hidup', 'miskin', 'melarat']"
"pesona riasan paes jawa pada gadis berambut pirang ini unik , bikin mata makin tidak bosan memandang ! dia sangat terlihat cantik .",positive,"['pesona', 'riasan', 'paes', 'jawa', 'gadis', 'berambut', 'pirang', 'unik', 'mata', 'tidak', 'bosan', 'memandang', 'cantik']"
bu susi karena pengalaman usaha perikanan jadi tahu masalah nya dan sangat tulus membantu nelayan,positive,"['bu', 'susi', 'pengalaman', 'usaha', 'perikanan', 'tulus', 'membantu', 'nelayan']"
"lokasi nya berada di pojokan dekat pertigaan , sehingga parkir nya agak susah khusus nya pada makan siang time dan akhir pekan . keunikan nya adalah menggunakan peralatan makan zaman dahulu seperti piring kaleng dan mug kaleng . bahkan ada yang sudah sampel . hidangan nya khas sunda dan sudah tersedia di atas meja saji , tinggal tunjuk atau ambil dan bayar . kebanyakan menu gorengan , seperti tahu , tempe , ayam , ikan mujair , jeroan dll. rasanya mantap semua .",positive,"['lokasi', 'pojokan', 'pertigaan', 'parkir', 'susah', 'khusus', 'makan', 'siang', 'time', 'pekan', 'keunikan', 'peralatan', 'makan', 'zaman', 'piring', 'kaleng', 'mug', 'kaleng', 'sampel', 'hidangan', 'khas', 'sunda', 'tersedia', 'meja', 'saji', 'tinggal', 'ambil', 'bayar', 'kebanyakan', 'menu', 'gorengan', 'tempe', 'ayam', 'ikan', 'mujair', 'jeroan', 'dll', 'mantap']"
bubur ikan nya enak tidak anyir . ubar-ubar nya juga enak tidak berminyak . telor dadar caipo nya agak berminyak tapi rasanya enak .,positive,"['bubur', 'ikan', 'enak', 'tidak', 'anyir', 'ubarubar', 'enak', 'tidak', 'berminyak', 'telor', 'dadar', 'caipo', 'berminyak', 'enak']"
120 peserta yang lulus ini akan dibagi menjadi 4 kelas dengan jumlah masing masing 30 siswa .,neutral,"['peserta', 'lulus', 'dibagi', 'kelas', 'siswa']"
