,label,tweet
2021,fear,"['ngeri', 'gelombang', 'ketinggian', 'mencapai', 'meter', 'menghantam', 'wilayah', 'pesisir', 'pantai', 'selatan', 'pulau', 'jawa']"
2022,love,"['yoongi', 'kangen', 'ampe', 'sakit', 'akunya', 'akirnya', 'update', 'putih', 'kamar', 'keknyaa', 'summer', 'sayang', 'anet', 'yoongi']"
2023,sadness,"['sulit', 'menggapainya', 'anugrah', 'jalan', 'mudah', 'allah', 'dunia', 'engkau', 'ciptakan']"
2024,fear,"[ , 'kayak', 'mkin', 'harga', 'segitu', 'om', 'range', 'jt', 'an', 'habis', 'liat', 'reviewnya', 'gadgetin', 'peminatnya', 'mkin', 'game', 'mobile', 'bagus', 'dihitung', 'jari', 'normal', 'mending', 'beli', 'ps', 'build']"
2025,love,"['putri', 'mencium', 'katak', 'merubahnya', 'pmarahan', 'tampan', 'mencium', 'bantal', 'seriap', 'malam', 'tidur', 'berharap', 'berubah', 'cinta']"
2026,happy,"['tuhan', 'terima', 'kasih', 'mengirimkan', 'bantu', 'ajar', 'brnilai', 'memiliki', 'generosity', 'mindset']"
2027,happy,"[ , 'sananya', 'hyung', 'hahaha', 'suka', 'bully', 'yugyeom', 'usil', 'sayang', 'hyung', 'suka', 'ganggu', 'serius', 'kayaknya', 'ikutan', 'lawak', 'hyung', 'detailnya']"
2028,fear,"[ , 'sukses', 'tim', 'ombudsman', 'ri', 'kebenaran', 'fakta', 'ditindak', 'lanjuti', 'serius', 'tempo', 'sesingkatnya', 'menjadikan', 'banyaknya', 'permasalahan', 'menunggu', 'penundaan', 'berlaru']"
2029,fear,"['logika', 'rumahmu', 'menampung', 'kenal', 'takut', 'nyaman', 'takut', 'nyaman', 'surat', 'rekomendasi']"
2030,love,"['sayang', 'tua', 'taati', 'allah', 'tua', 'dihappyi', 'allah', 'disayang', 'allah', 'sebenar', 'balasan', 'tua']"
2031,fear,"['depresi', 'dihina', 'terdekat', 'suka', 'dibully', 'broken', 'home', 'minder', 'hasrat', 'sexual', 'kelewatan', 'nyalurin', 'takut', 'dosa', 'kayaknya', 'serius', 'arah', 'hidup']"
2032,anger,"['menyalahkan', 'mencari', 'pembenaran', 'bijak', 'basis', 'suporter', 'provokator', 'anjing']"
2033,sadness,"['keresahan', 'mencari', 'pelabuhan', 'pemuas', 'keresahan', 'terdalam', 'seniman', 'agung', 'semoga', 'pencerahan', 'sejati']"
2034,sadness,"['si', 'laki', 'menawarkan', 'poligami', 'adil', 'hati', 'istri', 'diperlakukan', 'adil', 'suaminya', 'istri', 'pisah', 'suami', 'memisahkan', 'si', 'istri', 'ditindas']"
2035,sadness,"['selagi', 'silahkan', 'pergi', 'seenakmu', 'berubah', 'drastis', 'berubah', 'dirimu']"
2036,happy,"['tudey', 'abis', 'dikabarin', 'telat', 'transfernya', 'sisi', 'keperluan', 'yaudah', 'balas', 'apa-apa', 'bu', 'santai', 'eh', 'mashaallah', 'malam', 'tbtb', 'rezeki', 'ditransfer', 'dosen']"
2037,sadness,"[ , 'mengajari', 'matematika', 'fisika', 'kimia', 'menyemangati', 'uh', 'pacar', 'rl', 'bertemu', 'jam', 'hm']"
2038,anger,"['browsing', 'temu', 'modus', 'penipuan', 'mengaku', 'bernama', 'indra', 'gunawan', 'call', 'center', 'gojek', 'namanya', 'suaranya', 'wo', 'nipu', 'namanya', 'ganti']"
2039,sadness,"['mati', 'lampu', 'dirumah', 'ky', 'kuatan', 'kamar', 'nyalakan', 'saklar', 'wq', 'sumuk', 'aseli', 'liga', 'la', 'familia', 'betah', 'panas', 'turun', 'nyalakan', 'saklar', 'gelapan']"
2040,fear,"['liat', 'abang', 'digituin', 'teman', 'pas', 'kuliah', 'niatnya', 'perbanyak', 'teman', 'takut', 'takut']"
2041,fear,"['setuju', 'ko', 'ernest', 'baca', 'story', 'ignya', 'catwomanizer', 'perempuan', 'laki', 'gaberani', 'bicara', 'dilecehkan', 'jatohnya', 'trauma', 'seumur', 'hidup', 'rekayasa', 'seram', 'bayanginnya']"
2042,fear,"[ ,  , 'cerita', 'satinah', 'kayaknya', 'beda', 'yaa', 'reply', 'bilangnya', 'degdegan', 'berani', 'biarpun', 'liat', 'gaberani', 'liat', 'pic']"
2043,anger,"['beuh', 'krl', 'jakarta', 'cikarang', 'mah', 'penuhnya', 'sesak', 'petugas', 'kemana', 'penuh', 'sesak', 'gitumah', 'jalan', 'kesana', 'kemari', 'atuh', 'petugasnya', 'lapor', 'gimana', 'da', 'pelecehan', 'hajar', 'ja', 'ditempat', 'ja', 'pelakunya', 'biikin', 'ramai']"
2044,sadness,"['dilema', 'ikutan', 'reuni', 'sma', 'bikin', 'janji', 'diam', 'kangen', 'ma', 'teman', 'kemauan', 'dikucilkan', 'kelex', 'dicap', 'tukang', 'php']"
2045,happy,"['zaman', 'sd', 'temenku', 'cowok', 'salah', 'satunya', 'suka', 'main', 'desa', 'sebalah', 'nyebarang', 'wkk', 'suka', 'bikin', 'prakarya', 'berantakin', 'rumah', 'jualan', 'lotre', 'yak', 'wkk', 'pen', 'ngaqaq',  ]"
2046,love,"['jatuh', 'sakit', 'penyakit', 'membuatku', 'jatuh', 'cinta', 'dirimu', 'berharap', 'menular', 'jatuh', 'cinta', 'padaku', 'cinta']"
2047,fear,"['pas', 'sma', 'pelajaran', 'bindo', 'ngibrit', 'kelas', 'bindo', 'cepetan', 'ambil', 'kursi', 'gurunya', 'seram', 'wkwk']"
2048,happy,"['iya', 'rebutan', 'colokan', 'penuh', 'dibis', 'karokean', 'tukar', 'cemilan', 'wkwk']"
2049,sadness,"['sejujurnya', 'suka', 'rujak', 'cingur', 'suka', 'cingurnya', 'pesan', 'rujak', 'cingur', 'aneh', 'bu', 'pesan', 'rujak', 'cingur', 'cabe', 'pakai', 'cingur', 'diikuti', 'keheningan', 'rujak', 'cingur']"
2050,anger,"['goblok', 'sejenis', 'the', 'jak', 'bawa', 'payah', 'deh', 'ah', 'isi', 'sepiteng',  ,  , '_awayday',  ,  ,  ,  ]"
2051,sadness,"['tunggu', 'koko', 'koko', 'tinggal', 'jakarta', 'ceritanya', 'hmm']"
2052,sadness,"['selang', 'kalah', 'tepatnya', 'mengalah', 'mundur', 'langkah', 'kebelakang', 'clear', 'analisa', 'fokus', 'and', 'well', 'tahi', 'evidence', 'terpapar', 'muka', 'ny', 'bodoh', 'sadar']"
2053,sadness,"['nanggung', 'kea', 'betein', 'ketimbang', 'pas', 'pendek', 'yes', 'no', 'marah', 'dipotong', 'tahun', 'sebahu', 'and', 'ka',  ]"
2054,anger,"[ , 'kepala', 'daerah', 'presiden', 'wapres', 'amanah', 'beda', 'jokowi', 'jokowi', 'maju', 'pdip', 'gerindra', 'sepakat', 'dukung', 'jokowi', 'perjanjian', 'batu', 'tulis', 'majunya', 'jkw']"
2055,anger,"['bpip', 'badan', 'pembeking', 'instruksi', 'presiden', 'bpip', 'pembina', 'bpip', 'super', 'pancasilais', 'ucapkan', 'ketuanya', 'anggotanya', 'pancasila', 'kah', 'uangnya', 'mengefektifkan', 'guru', 'sekolah']"
2056,love,"['alloh', 'maha', 'maha', 'romantis', 'bilang', 'tunggu', 'memaksa', 'bersabarlah', 'tawakkal', 'alloh', 'alloh', 'bikin', 'merinding', 'saking', 'romantisnya']"
2057,love,"['terimakasih', 'sayang', 'sungguh', 'menyesal', 'detikpun', 'ketemu', 'bersyukur', 'kaya', 'cahaya', 'dihidup', 'makasih', 'baby']"
2058,fear,"['merepotkanmu', 'sensei', 'khawatir', 'hifumi', 'mengambil', 'sandal', 'memakainya', 'kebesaran', 'sandal', 'rumah']"
2059,happy,"['peserta', 'agats', 'indahnya', 'budaya', 'indonesia']"
2060,anger,"[ , 'memegang', 'peraturan', 'kebanyakan', 'nasabah', 'mengetahuinya', 'kesal', 'gagal', 'klaim', 'asuransi', 'axa', 'mandiri', 'gara', 'gara', 'klausul', 'aneh']"
2061,love,"['selamat', 'tanggal', 'mas', 'makasih', 'sabar', 'sabar', 'teruss', 'akunya', 'capai', 'capai', 'ingatkan', 'sayang']"
2062,anger,"['dikasi', 'presiden', 'jujur', 'tolak', 'dikasi', 'presiden', 'jujur', 'humble', 'tolak', 'jama', 'orde', 'biar', 'ngerti', 'bisannya', 'ngelu', 'presiden', 'ganti']"
2063,fear,"['takut', 'takut', 'abis', 'lulus', 'berjuang', 'cari', 'benahin', 'ngurangin', 'orangtua']"
2064,sadness,"['urang', 'lemah', 'berhadapan', 'si', 'nadia', 'sayang', 'tolak', 'maunya', 'bocah', 'nad', 'im', 'gon', 'na', 'miss', 'you', 'so', 'badly']"
2065,happy,"['bangga',  , 'meraih', 'opini', 'wajar', 'pengecualian', 'wtp', 'tahun', 'keberhasilan', 'keras', 'mewujudkan', 'kementan', 'bersih', 'berintegritas', 'berpihak', 'petani']"
2066,love,"['sayang', 'layak', 'apapun', 'merepotkan', 'gini', 'campur', 'skill']"
2067,anger,"['abg', 'suka', 'ngerumpi', 'nyinyir', 'bikin', 'gosip', 'fakta', 'korban', 'gosipan', 'pertemuan', 'prabowo', 'amien', 'hadir', 'mekkah', 'eh', 'abg', 'sibuk', 'bikin', 'kesimpulan', 'gatot']"
2068,fear,"[ , 'bagus', 'deh', 'duet', 'legend', 'btw', 'bicara', 'dueg', 'dimana', 'iya', 'takut', 'suara', 'rusak', 'berubah', 'salah', 'teknik']"
2069,happy,"['amin', 'amin', 'mba', 'dew', 'merasakan', 'sensasi', 'lahiran', 'progresnya', 'hehe']"
2070,fear,"['takut', 'bandingngin', 'cz', 'sifat', 'sna', 'slhkan', 'bawa', 'pergi']"
2071,fear,"['euphoria', 'si', 'bilang', 'tukang', 'bikin', 'pakai', 'nada', 'habis', 'marahin', 'anaknya', 'jajan', 'dibeliin', 'kebapakan', 'pokoknya', 'tertawa', 'gugup', 'teman', 'sempet', 'keceplosan', 'maaf', 'takut']"
2072,fear,"['mbak', 'oh', 'mbak', 'datangnya', 'tanggal', 'sholat', 'iednya', 'mbak', 'bul']"
2073,love,"['hargai', 'sayang', 'dunia', 'akhirat']"
2074,happy,"['inshallah', 'rejeki', 'foto', 'bareng', 'tom', 'kasih', 'aturan', 'ina', 'inu', 'ribet', 'post', 'kesini', 'pamer', 'berbagi', 'kebahagian', 'croplah', 'komuk', 'sesuka', 'hati']"
2075,anger,"[ ,  ,  ,  ,  ,  ,  ,  ,  ,  , 'goblok', 'bos', 'diketawain', 'kirik', 'nu', 'nahdlotul', 'ulama', 'kyai', 'staquf', 'pengurus', 'nu', 'cebong', 'benci', 'islam', 'cebong']"
2076,happy,"['eheheheh', 'apasih', 'minggu', 'kemarin', 'tema', 'semesta', 'nikah', 'kepemgen', 'diliatin', 'seru', 'diliat']"
2077,love,"['cewek', 'suka', 'bola', 'dimata', 'cowok', 'cantiknya', 'biarpun', 'matanya', 'panda']"
2078,anger,"[ , 'kesekian', 'kalinya', 'sepaham', 'akun', 'anonim', 'kebablasan', 'kebebasan', 'berargumen', 'dikritisi', 'pakai', 'nalar', 'hati', 'nurani', 'tertarik', 'tweetnya', 'kesini', 'kontrol', 'ah']"
2079,happy,"['sungguh',  , 'rahmat', 'umat', 'dikotori', 'tindakan', 'fanatik', 'berlebih', 'tunjukan', 'pembawa', 'kedamaian', 'muka', 'bumi', 'mie', 'sedapmu', 'untukmu', 'indomie', 'ku', 'untukku']"
2080,happy,"['asik', 'best', 'paper', 'euy', 'nuhun', 'mb', 'jatu']"
2081,anger,"['mardani',  , 'mingkem', 'masyarakat', 'cerdas', 'menyesatkan']"
2082,sadness,"['perjalanan', 'kota', 'ditemani', 'teman', 'sayang', 'nyaman', 'kursi', 'alhasil', 'perjalanan', 'terkesan', 'membosankan']"
2083,love,"['kasih', 'sayang', 'mu', 'tiada', 'bertepi', 'melupakan', 'mu', 'kesalahan', 'tangan', 'mu', 'menerima', 'hina', 'bodoh']"
2084,fear,"['lupa', 'jaga', 'kesehatan', 'keseringan', 'begadang', 'makan', 'sayur', 'selesai', 'kuliah', 'sekolah', 'langsunh', 'pulang', 'suka', 'keluyuran', 'khawatir']"
2085,anger,"['keren', 'jalan', 'kemana', 'mandiri', 'keren', 'ndasmu', 'temennya', 'mah', 'sekelurahan', 'ayo']"
2086,anger,"[ ,  , 'sukarno', 'bubarkan', 'masyumi', 'lai', 'jaleh', 'dek', 'ang', 'jiang', 'masyumi', 'vs', 'pki', 'sukarno', 'bela', 'pki', 'zaman', 'si', 'jok', 'bosnya', 'mega', 'anak', 'sukarno', 'bubarkan', 'hati', 'alasan', 'waktu', 'bubarkan', 'masyumi']"
2087,happy,"['dengerin', 'seksama', 'lagu', 'nge', 'hits', 'tik', 'tok', 'aisyah', 'jatuh', 'cinta', 'jamila', 'ets', 'jan', 'lupa', 'jari', 'jari', 'jari']"
2088,happy,"[ , 'selamat', 'siang', 'sahabat', 'pos', 'maaf', 'dibalas', 'kiriman', 'diterima', 'sahabat', 'terima', 'kasih', 'mempercayakan', 'layanan', 'fd']"
2089,fear,"['gila', 'takut', 'kaget', 'loncat', 'larinya', 'kaget', 'bat', 'hufh', 'abis', 'diluar', 'temani', 'satpam', 'satpam', 'bilang', 'pintunya', 'dikunci', 'alasan', 'takut', 'ngomogin', 'gais', 'hufh', 'end']"
2090,love,"['wan', 'na', 'one', 'cinta', 'dukungan', 'terhenti', 'dipenghujung', 'tahun', 'mencintai', 'mendukung']"
2091,love,"['kaget', 'sayang', 'wkwk', 'putus', 'yekan', 'deket', 'tuker', 'pikiran', 'pendapat', 'tuker', 'perasaan']"
2092,sadness,"['mbir', 'dibilangin', 'memperjuangkan', 'hidupmu', 'dirimu', 'gausa', 'berharap', 'biar', 'kecewa']"
2093,happy,"['huwawawa', 'tanoshimidesu', 'pribadi', 'sayang', 'circle', 'creyong', 'gambar', 'suka', 'senang', 'mez', 'suka', 'gambar', 'khawatir', 'kontribusi', 'sbagainya']"
2094,anger,"['kenal', 'hayu', 'ngajakin', 'tmuan', 'giliran', 'kenal', 'puas', 'tinggalkan', 'butuh', 'nongol', 'aduh', 'boneka', 'sesuka', 'hati']"
2095,happy,"['liat', 'video', 'televisi', 'abis', 'mantengin', 'video', 'yutub', 'ku', 'video', 'klip', 'kocak', 'lucu', 'energik', 'gokil', 'bagus', 'gara', 'penyanyi', 'solo', 'wanita', 'bikin', 'video', 'selucu', 'pinkan', 'btw', 'where', 'is', 'pinkan', 'mambo']"
2096,anger,"['indonesia', 'pilih', 'artis', 'difilter', 'apaya', 'kek', 'yonglek', 'gini', 'followersnya', 'bagusnya', 'maju', 'coba', 'indonesia', 'allah']"
2097,anger,"['perempuan', 'bilang', 'pacaran', 'dosa', 'dinikahin', 'dihalalin', 'sinii', 'biar', 'suruh', 'bicara', 'makan', 'ati', 'nikah', 'cintaa', 'kasihan', 'nangis', 'sndirian', 'temani', 'giihh']"
2098,anger,"['yallah', 'yaallah', 'scrolling', 'ig', 'ngelag', 'kea', 'buka', 'pakai', 'internet', 'explorer', 'ah', 'merasakan', 'ketidakstabilan', 'sistem', 'ig', 'ntut', 'bicara']"
2099,happy,"['jam', 'trans', 'jogja', 'jalan', 'kaliurang', 'dd', 'bandara', 'trans', 'sumpah', 'suka', 'pelayanan', 'mas', 'masnya', 'ramah', 'senyum', 'sungkan', 'mengajak', 'bicara', 'penumpang', 'salut',  ]"
2100,sadness,"['engkau', 'menolak', 'ketulusan', 'menolak', 'engkau', 'menolak', 'senyum', 'diam', 'menganggukkan', 'kepala', 'seseungguhnya', 'marah', 'sedih', 'engkau', 'buatnya', 'sedih', 'niscaya', 'sulit', 'ketulusan']"
2101,anger,"['menganggap', 'sexual', 'harrment', 'wajar', 'nte', 'alias', 'senang', 'ngelecehin', 'via', 'vallen', 'speak', 'up', 'tindakan', 'warning', 'laki', 'cewek', 'diperlakukan']"
2102,love,"['menggenggammu', 'seerat', 'harapan', 'kusederhanakan', 'caraku', 'tuhan']"
2103,sadness,"['kerap', 'meletakkan', 'angan', 'harapan', 'kasih', 'sayang', 'sang', 'maha', 'pengasih', 'penyayang', 'habis', 'habisnya', 'dikecewakan']"
2104,anger,"['jakarta', 'bilang', 'mengajak', 'main', 'pas', 'jogja', 'ajak', 'main', 'pas', 'bacot']"
2105,happy,"['setuju', 'buang', 'sampah', 'sesuai', 'jenis', 'sampah', 'daur', 'ulang', 'sampah', 'daur', 'ulang']"
2106,anger,"[ ,  ,  ,  , 'heran', 'bu', 'kebijakan', 'presiden', 'partaimu', 'pemimpin', 'partai', 'sang', 'nyonya']"
2107,sadness,"[ , 'pas', 'cerita', 'puh', 'sepuh', 'masnya', 'liat', 'beliau', 'kost', 'pas', 'diliat', 'nongkrongnya', 'gudang', 'bilang', 'wujudnya', 'hmm']"
2108,anger,"['baiknya', 'gubernur', 'anies', 'baswedan', 'dimosi', 'percaya', 'biar', 'lengser',  ,  ,  ,  ,  ,  ,  ,  ,  ,  ]"
2109,happy,"['menonton', 'seru', 'finally', 'mikir', 'serunya', 'waktu', 'proses', 'pnangkapan', 'kilah', 'dikeluarka', 'tersangk', 'konyol', 'kwkwkwk']"
2110,love,"['terimakasih', 'mengajarkanku', 'membagi', 'cinta', 'kasih', 'memandang', 'membanding', 'berjalan', 'seiring', 'doamu', 'kubalas', 'tangis', 'haru', 'dipipimu']"
2111,love,"['bersandarlah', 'pundaku', 'merasakan', 'kenyamanan', 'keharusan', 'bagiku', 'memberikanmu', 'nyaman']"
2112,fear,"[ , 'liat', 'mb', 'spj', 'bajunya', 'ngetat', 'diatas', 'lutut', 'kaya', 'bersyukur', 'pakeannya', 'terbuka', 'ngejalanin', 'kewajiban', 'ter', 'courage']"
2113,happy,"['happy', 'one', 'fifteenth', 'cofee', 'inet', 'cepat', 'colokan', 'inter', 'damai', 'pantes', 'betah', 'coffee', 'shop']"
2114,anger,"['tolong', 'bantu',  , 'lptop', 'buka', 'dokumen', 'not', 'responding', 'dibawa', 'hp', 'center', 'semoga', 'lptop', 'produk', 'gagal', 'gimana', 'beli', 'maret', 'gini', 'jgkel']"
2115,love,"['hijab', 'tanda', 'bukti', 'kasih', 'sayang', 'allah', 'swt', 'wanita', 'allah', 'swt', 'menciptakan', 'wanita', 'keindahan', 'sempurna', 'tergantung', 'wanita', 'mahu', 'menjaga', 'keindahan', 'allah', 'menghancurkan', 'keindahannya']"
2116,love,"['sayang', 'waktu', 'kesabaran', 'peduli', 'materi', 'janjibila', 'menyediakan', 'waktu', 'menghadapi', 'kelemahan', 'falafu']"
2117,sadness,"['seminggu', 'sahur', 'dibanguninnya', 'mama', 'alarm', 'matiin', 'telepon', 'mama', 'dimatiin', 'ditelpon', 'bangun', 'untung', 'sabar']"
2118,love,"['alasan', 'rela', 'begadang', 'rehat', 'larut', 'malam', 'berproses', 'membentuk', 'lingkaran', 'hitam', 'kupedulikan', 'rinduku', 'hobby', 'ketiduran', 'menjengkelkan', 'sayang']"
2119,fear,"['rasulullah', 'saw', 'sahabat', 'kaya', 'allah', 'swt', 'harta', 'pas', 'berkuasa', 'harta', 'cobaan', 'kebaikan', 'allahualam']"
2120,anger,"['beli', 'liburan', 'uang', 'halal', 'mbak', 'apasih', 'korupsi', 'uang', 'haram', 'mah', 'bertindak', 'memandang', 'sprti', 'salah', 'mbk', 'and', 'the', 'last', 'everything', 'will', 'come', 'to', 'you', 'in', 'the', 'right', 'moments']"
2121,happy,"['haha', 'iya', 'deh', 'tidur', 'bagen', 'sehat', 'wkwk']"
2122,anger,"['fansite', 'ngejual', 'hasil', 'jepretan', 'uang', 'lari', 'idol', 'beliin', 'hadiah', 'kpopers', 'fansite', 'jaman', 'kamera', 'sebening']"
2123,happy,"['pembangunan', 'infrastruktur', 'rakyat', 'merasakan', 'hadirnya', 'negara', 'kehidupan',  , 'tahun', 'memerintah', 'kedepan']"
2124,anger,"['metal', 'bong', 'tidur', 'hotel', 'prodeo', 'pecat', 'mak', 'mega', 'hahahahaha', 'metal', 'selesai', 'hidup', 'terjerat', 'ott', 'pdip', 'pecat', 'bupati', 'purbalingga',  ]"
2125,anger,"['otomatis', 'lahh', 'marah', 'jelasin', 'teman', 'sedikitpun', 'niat', 'ngerebut', 'pacar', 'teman', 'keak', 'cowok', 'hih']"
2126,happy,"['lega', 'ngelepas', 'rindu', 'mendalam', 'yaa', 'jemput', 'stasiun', 'mainnya', 'dirumahmu', 'but', 'for', 'me', 'it', 'been', 'very', 'happy']"
2127,anger,"['ampe', 'kalah', 'awas']"
2128,happy,"['berteman', 'beda', 'genarasi', 'asiknya', 'tua', 'berasa', 'muda', 'muda', 'belajar', 'membahas', 'serius', 'berteman', 'asik', 'kadang', 'mrnghadapi', 'sifat', 'kekanak', 'kanakan']"
2129,fear,"['ditemukan', 'harimau', 'jawa', 'kampung', 'halaman', 'saksi', 'terpercaya', 'menurunnya', 'makanan', 'kijang', 'diburu', 'kepemilikan', 'senapan', 'kuatir', 'lambat', 'laun', 'bergesekan', 'manusia',  ,  ]"
2130,fear,"['ayahku', 'bali', 'tadu', 'kabarin', 'ayah', 'bilang', 'ayah', 'wafat', 'doain', 'blabla', 'sumpah', 'takut', 'namanya', 'meninggal']"
2131,sadness,"['hadir', 'hdpku', 'tuhan', 'mempertemukan', 'berharap', 'darimu', 'harapan', 'hdpku', 'menerimamu', 'meninggalkan', 'tanpamu']"
2132,fear,"[ , 'aih', 'seram', 'sayang', 'tetangga', 'kecelakaan', 'tunggal', 'daerah', 'pulogebang', 'lelah', 'pas', 'belokan', 'jatuh', 'situasi', 'ad', 'pasir', 'ad', 'truk', 'lukanya', 'smp', 'dagingnya', 'ditolongin', 'tmnnya', 'bawa', 'motor', 'hati']"
2133,sadness,"['rapot', 'batin', 'haha', 'indikator', 'kepercayaan', 'teman', 'dibimbing', 'sisi', 'pengingat', 'cambukan', 'krisis', 'kepercayaan', 'hehe']"
2134,fear,"['btw', 'trauma', 'laki', 'laki', 'ayah', 'semenjak', 'lulus', 'sekolah', 'puber', 'suka', 'cowok', 'cowok', 'deketin', 'macem', 'trauma', 'ku', 'sembuh', 'berkali', 'dikecewain', 'laki', 'laki']"
2135,happy,"['all', 'we', 'know', 'of', 'heaven', 'all', 'we', 'need', 'of', 'hell', 'pvris', 'ikuti', 'pvris', 'album', 'lagunya', 'mature', 'sangar', 'dark', 'fragile', 'konsep', 'album', 'mv', 'keren', 'parah', 'suka', 'lagu', 'mercy', 'anyone', 'else', 'winter']"
2136,anger,"['minggu',  ,  , 'pelayanan', 'pelanggan', 'setia', 'dm', 'dm', 'kelanjutan', 'bahas', 'timeline', 'ngurusin', 'dm', 'balas']"
2137,love,"['temenku', 'namanya', 'helen', 'pas', 'shi', 'kemarin', 'sengaja', 'bandara', 'shi', 'rela', 'masternim', 'day', 'sayang', 'huhuhu']"
2138,anger,"['revisi', 'penelitian', 'lapangan', 'bab', 'data', 'salah', 'hotel', 'jogja', 'dipermasalahin', 'dosen', 'penguji', 'jogja', 'nanyain', 'data', 'kek', 'plus', 'informanya', 'hubungin', 'lari', 'tanggung']"
2139,fear,"['jamin', 'deh', 'gemana', 'police',  , 'pungli', 'sejenisnya', 'korup', 'pungli', 'addicted', 'coba', 'keenakan', 'deh']"
2140,fear,"[ , 'wkwkwk', 'laah', 'masi', 'menata', 'hati', 'menata', 'menjombs', 'nyaman', 'jombs', 'dikenalin', 'masnya', 'ku', 'takut', 'pelarian', 'pelarianku', 'masi', 'moveon', 'mantan', 'cowok', 'idamanku', 'pelaria']"
2141,happy,"['be', 'thankful', 'for', 'everything', 'that', 'happens', 'in', 'my', 'life', 'so', 'far', 'its', 'all', 'an', 'experience', 'iya', 'captionnya', 'nyambung', 'fotonya', 'sekedar', 'berekspresi', 'haha']"
2142,anger,"['blok', 'twiter', 'perduli', 'hilang', 'tumbuh', 'seribuh', 'kost', 'sendri', 'bangga', 'blok', 'oke', 'byee']"
2143,anger,"[ ,  ,  , 'sengaja', 'polemik', 'tuk', 'kepentingan', 'politik', 'dijadikan', 'bahan', 'lelucon', 'agama', 'stop', 'polemik', 'islam', 'nusantara']"
2144,happy,"['bikin', 'charity', 'free', 'iftar', 'in', 'the', 'hospital', 'bareng', 'teman', 'alumni', 'al', 'azhar', 'menganti', 'gresik', 'gerakan', 'kasih', 'menu', 'buka', 'puasa', 'bt', 'keluarga', 'pasien', 'rumah', 'sakit', 'tambahin', 'senyum', 'doain', 'sesuai', 'kewajiban', 'muslim', 'terima', 'donasi', 'rek',  ]"
2145,happy,"['kaos', 'bergambar', 'palu', 'arit', 'diamankan', 'tua', 'maklum', 'tua', 'pengabdi', 'setia', 'rezim', 'orde']"
2146,sadness,"['emak', 'naksir', 'baju', 'beli', 'beliau', 'pen', 'gamis', 'hasil', 'blusukan', 'jam', 'besok', 'beliau', 'beliin']"
2147,anger,"['situ', 'datengin', 'politisi', 'sembunyi', 'tertawa', 'ketiwi', 'umatmu', 'bergesek', 'gesekkan', 'adu', 'gas', 'lawanmu', 'men', 'share', 'berita', 'hoax', 'berkualitas']"
2148,happy,"['tema', 'photo', 'putri', 'popok', 'tidur', 'siang', 'hahahaha', 'photo', 'kimora',  , 'posting', 'kimora', 'lahir', 'doanya', 'terima kasih']"
2149,happy,"['bahagiain', 'bahagianya', 'yu', 'bahagia', 'bahagia', 'bahagia', 'lipat']"
2150,anger,"['menyalahkan', 'keburukan', 'menimpa', 'kebodohan', 'kesalahan', 'penghinaan', 'peringatan', 'keras', 'kedepan', 'cerdas']"
2151,anger,"[ ,  , 'ribut', 'islam', 'nusantara', 'indonesia', 'dikenal', 'ramah', 'dunia', 'istilah', 'zmn', 'now', 'ngerti', 'wlupun', 'kenyataannya', 'suka', 'berlku', 'adil', 'mnritas', 'neg', 'sadar']"
2152,anger,"['dear',  ,  ,  , 'coba', 'tb', 'sms', 'kaya', 'minus', 'kaget', 'bangun', 'nyalakan', 'hp', 'palakin', 'makasih']"
2153,happy,"['fukudako', 'bali', 'ramen', 'terbaik', 'lidah', 'selera', 'ramennya', 'puas', 'porsinya', 'kenyang', '_']"
2154,love,"['pemilik', 'cinta', 'habis', 'dibagi', 'kasih', 'sayang', 'lelah', 'canda', 'tawa', 'menghiasi', 'cerita', 'terpatri']"
2155,fear,"['sobatkenthel', 'duren', 'sawit', 'bilang', 'bikin', 'indomie', 'sante', 'bodohnya', 'scroll', 'timeline', 'menemukan', 'foto', 'pocong', 'suzanna', 'takut', 'dapur']"
2156,sadness,"['nb', 'anak', 'didikmu', 'menyukai', 'sikapmu', 'ubah', 'kasihan', 'menerima', 'engkau', 'mengajar', 'egois', 'mencontohmu', 'pakbuk', 'curhatvan']"
2157,fear,"[ ,  , 'disemua', 'melaksanakan', 'sholat', 'salah', 'satunya', 'bangunan', 'didirikan', 'kekafiran', 'salah', 'satunya', 'gereja', 'berlindung', 'allaah', 'swt', 'godaan', 'setan', 'terkutuk']"
2158,sadness,"['malu', 'duduk', 'diam', 'berpangku', 'angan', 'sabdanya', 'terngiang', 'mati', 'angan', 'angan', 'berdiri', 'balutan', 'kegelisahan', 'berdaya', 'keada', 'terseok', 'seok', 'lautan', 'lautan', 'kerinduan', 'mu', 'rindu']"
2159,sadness,"['hehe', 'iya', 'sakit', 'fir', '_']"
2160,anger,"['kesekian', 'kalinya', 'complain', 'via', 'socmed', 'dibalas', 'template', 'solusi', 'sop']"
2161,sadness,"['iyaa', 'kemarin', 'malemnya', 'kayak', 'kurg', 'badan', 'pilek', 'batuk', 'ehh', 'ktrusan', 'samp', 'sore', 'pergi', 'halal', 'bi', 'halal', 'ath', 'yuuk']"
2162,sadness,"['perawatan', 'mama', 'suka', 'dibilangin', 'macem', 'ketergantungan', 'bahan', 'kimia', 'suka', 'bikinin', 'masker', 'alami', 'bengkoang', 'plain', 'yoghurt', 'kadang', 'strawberry', 'efeknya', 'ceu']"
